"DBN","School.Name","pct_female","pct_male","pct_asian","pct_black","pct_hispanic","pct_multi.racial","pct_native_american","pct_white","pct_disabilities","pct_eng_learners","pct_poverty","economic_need_index","school_name","total_students","students_temp_housing","pct_temp_housing","students_residing_shelter","residing_dhs_shelter","residing_non_dhs_shelter","doubled_up"
"02M896","Lower Manhattan Community Middle School",51.8,48.2,24.8,8.8,27,6.1,0,33.3,25.5,12.7,51.2,50.3,"Lower Manhattan Community Middle School",344,"54",15.69767445,"45","29","16","9"
"02M933","City Knoll Middle School",54.4,45.6,2.9,21.6,69.6,1.2,0.6,4.1,25.7,44.4,92.4,93.7,"City Knoll Middle School",196,"116",59.18367505,"106","62","44","8"
"03M009","P.S. 009 Sarah Anderson",50.4,49.6,8,2.4,16.6,10.6,0.4,61.4,18,5.6,13.8,17.9,"P.S. 009 Sarah Anderson",515,"32",6.21359237,"23","14","9","8"
"03M054","J.H.S. 054 Booker T. Washington",51.7,48,11.9,8.6,23.6,9.9,0.1,44.4,15.5,1.8,25.4,29.4,"J.H.S. 054 Booker T. Washington",712,"32",4.49438207,"20","12","8","9"
"03M075","P.S. 075 Emily Dickinson",48.8,50.9,3.6,13.8,55.8,2.9,0.4,23.5,39.6,24.1,68.1,67.1,"P.S. 075 Emily Dickinson",523,"151",28.87189388,"135","84","51","14"
"03M076","P.S. 076 A. Philip Randolph",45.6,54.4,0.3,55.7,33.1,1,0.7,9.1,20.9,16,95,93.5,"P.S. 076 A. Philip Randolph",312,"101",32.37179518,"79","50","29","21"
"03M084","P.S. 084 Lillian Weber",56.4,43.6,2.2,9.7,33.2,5.8,0.3,48.8,17.6,12.1,37.4,42.5,"P.S. 084 Lillian Weber",709,"123",17.34837741,"75","23","52","44"
"03M087","P.S. 087 William Sherman",50.3,49.7,8.6,2.6,19.2,9.9,0.4,59.3,15.5,7.7,14.7,16.9,"P.S. 087 William Sherman",744,"50",6.7204304,"44","11","33","s"
"03M145","P.S. 145, The Bloomingdale School",47.7,52.1,2,19,50.3,1.8,0.4,26.5,20.2,27.9,76.2,79.4,"P.S. 145, The Bloomingdale School",537,"203",37.80260682,"178","137","41","22"
"03M149","P.S. 149 Sojourner Truth",49.3,50.7,3.3,49.6,42.4,0.7,0.4,3.6,29,12.7,90.9,91.4,"P.S. 149 Sojourner Truth",314,"100",31.84713423,"67","34","33","23"
"03M163","P.S. 163 Alfred E. Smith",50.7,49.1,5.8,12,64.4,2.9,0.4,14.5,18.4,29.6,66.7,70.7,"P.S. 163 Alfred E. Smith",569,"180",31.63444698,"157","81","76","18"
"03M165","P.S. 165 Robert E. Simon",48.6,51.4,8.5,13.5,48.2,2.8,0.2,26.8,20.6,12.6,61.7,60.8,"P.S. 165 Robert E. Simon",448,"84",18.75,"34","23","11","37"
"03M166","P.S. 166 The Richard Rodgers School of The Arts an",50.7,49.3,12.6,3.7,15.4,11.8,0.3,54.3,10.6,4.8,18.8,23.3,"P.S. 166 The Richard Rodgers School of The Arts an",613,"34",5.54649271,"33","s","s","s"
"03M180","P.S. 180 Hugo Newman",51.6,48.4,1.6,44.9,41.2,1.1,0,11.2,23.7,18.9,82.2,83.4,"P.S. 180 Hugo Newman",394,"108",27.41116881,"86","44","42","21"
"03M185","The Locke School of Arts and Engineering",46.1,53.9,2.7,27.8,41.4,9.8,1,17.3,23.4,6.4,68.1,68.5,"The Locke School of Arts and Engineering",312,"45",14.42307681,"37","13","24","7"
"03M191","The Riverside School for Makers and Artists",48.1,51.9,4.2,21.4,63.4,1.3,1.1,8.2,18.6,33.3,86.5,87.6,"The Riverside School for Makers and Artists",604,"295",48.84105921,"268","100","168","21"
"03M199","P.S. 199 Jessie Isador Straus",51.9,48.1,19.8,4.4,18.5,5.9,0.3,50.9,17.6,11.4,23.5,24.7,"P.S. 199 Jessie Isador Straus",608,"67",11.01973653,"62","16","46","s"
"03M241","STEM Institute of Manhattan",50.3,49.7,3.2,51,39.5,1.3,1.3,3.8,21.7,29.3,93,91.9,"STEM Institute of Manhattan",169,"65",38.46153915,"50","25","25","10"
"03M242","P.S. 242 - The Young Diplomats Magnet Academy",52.3,47.7,1.7,31,63.2,2.3,0,1.7,11.5,50.6,94.3,94.6,"P.S. 242 - The Young Diplomats Magnet Academy",189,"125",66.13756418,"114","42","72","9"
"03M243","M.S. 243 Center School",53.2,46.8,8.4,9.6,15.6,7.6,0,58.8,23.6,0,21.6,23.5,"M.S. 243 Center School",252,"6",2.38095243,"s","s","s","s"
"03M245","M.S. M245 The Computer School",52.9,47.1,3.6,11.8,30.1,9.6,1.1,43.8,23.6,3,32.1,34.1,"M.S. M245 The Computer School",368,"14",3.80434766,"6","s","s","8"
"03M247","M.S. M247 Dual Language Middle School",51.7,48.3,1.4,1,94.7,0,0.5,2.4,17.9,54.1,95,91.1,"M.S. M247 Dual Language Middle School",218,"122",55.96330166,"94","34","60","25"
"03M256","Lafayette Academy",49.7,50.3,0,25.1,46.2,4.1,0,24.6,23.1,19.5,67.7,68.6,"Lafayette Academy",211,"58",27.48815119,"48","32","16","7"
"03M258","Community Action School - MS 258",44.7,55.3,0.7,31.2,59.6,1.4,0,7.1,46.1,20.6,91.5,86.6,"Community Action School - MS 258",139,"36",25.89927912,"26","13","13","8"
"03M291","West End Secondary School",51.6,48.4,8.5,11,23.5,4.3,0.1,51.9,21.8,1.5,33,34.1,"West End Secondary School",726,"22",3.03030312,"s","s","s","14"
"03M299","The Maxine Greene HS for Imaginative Inquiry",43,57,1.1,29,58.1,3.2,0,7.5,33.3,15.1,91.4,90.1,"The Maxine Greene HS for Imaginative Inquiry",146,"70",47.94520438,"60","13","47","6"
"03M307","Urban Assembly School for Media Studies, The",45.1,54.9,3.3,26.6,64.1,0.7,1,3.9,28.3,13.8,80.9,85.6,"Urban Assembly School for Media Studies, The",311,"43",13.82636726,"25","18","7","14"
"03M333","P.S. 333 Manhattan School for Children",44.8,55.2,4.1,16.4,36.5,8.5,0.4,34,29.3,13.9,50.2,53.2,"P.S. 333 Manhattan School for Children",534,"113",21.16104811,"101","57","44","6"
"03M402","The Urban Assembly School for Green Careers",46.9,53.1,0.9,21.4,71.1,0.3,0.9,5,25.2,14.2,86.8,89.9,"The Urban Assembly School for Green Careers",332,"62",18.67469847,"27","17","10","33"
"03M403","The Global Learning Collaborative",53.5,46.3,1.5,18.4,72.4,1,1,5.4,22.5,12.5,89.8,88.9,"The Global Learning Collaborative",407,"73",17.93611795,"20","10","10","49"
"03M404","Innovation Diploma Plus",55.7,44.3,1.5,22.9,72.5,1.5,0,1.5,16.8,7.6,94.7,94.2,"Innovation Diploma Plus",163,"28",17.17791408,"13","s","s","14"
"03M415","Wadleigh Secondary School for the Performing & Vis",74.4,25.6,1.4,40.6,52.4,1.7,1.2,2.3,21,4.9,84.1,87,"Wadleigh Secondary School for the Performing & Vis",339,"49",14.45427686,"24","11","13","24"
"03M417","Frank McCourt High School",56.2,43.8,6.6,13.8,47.5,2.3,0.2,28.8,24.1,2.3,61.6,60.1,"Frank McCourt High School",435,"18",4.13793102,"s","s","s","16"
"03M421","West Prep Academy",47.1,52.9,2.4,40,50.6,1.2,0,5.9,37.1,12.4,85.9,85,"West Prep Academy",175,"45",25.71428716,"35","s","s","8"
"03M452","P.S. 452",53.4,46.6,18.3,11.9,25.8,3.9,0.5,39.2,14.4,10.6,38.4,37.6,"P.S. 452",410,"29",7.07317069,"22","7","15","s"
"03M479","Beacon High School",65.4,34.6,14.7,12.3,31.2,3.7,0.6,35.3,20,0.4,47.2,50.2,"Beacon High School",1436,"44",3.06406692,"12","s","s","29"
"03M485","Fiorello H. LaGuardia High School of Music & Art a",70.4,29.5,21.2,11.3,17.9,7,0.2,40.2,7.8,0.6,30,33.2,"Fiorello H. LaGuardia High School of Music & Art a",2136,"48",2.24719103,"8","s","s","38"
"03M492","High School for Law, Advocacy and Community Justic",67,32.8,3.4,27.4,63.6,0,0.7,4.8,19.5,8.1,84.6,86.8,"High School for Law, Advocacy and Community Justic",442,"67",15.15837163,"25","11","14","38"
"03M494","High School of Arts and Technology",47.5,52.5,2.9,29.2,65.4,1.2,0.7,0.5,30.4,6.9,84.8,89.5,"High School of Arts and Technology",411,"49",11.92214116,"17","10","7","29"
"03M541","Manhattan / Hunter Science High School",58,42,26.8,14.3,38.6,1.4,0.9,18,20,0.7,74.1,66.4,"Manhattan / Hunter Science High School",436,"28",6.42201826,"s","s","s","24"
"03M610","Young Women's Leadership School",100,0,6.6,32.9,55.2,0.6,0.8,3.6,24.3,2.2,80.4,85.9,"Young Women's Leadership School",360,"38",10.55555567,"13","s","s","19"
"03M859","Special Music School",51.5,48.5,21.3,6.6,16.9,13.3,0.3,41.5,13.3,2,25.2,31.5,"Special Music School",307,"6",1.95439737,"s","s","s","s"
"03M860","Frederick Douglass Academy II Secondary School",43.7,56.3,1.3,57.3,33.7,0.3,2.9,4.2,32.7,12.6,91.9,93.4,"Frederick Douglass Academy II Secondary School",328,"69",21.03658468,"36","22","14","26"
"03M862","Mott Hall II",51.7,48,3.4,32.9,42.4,3.4,0.5,17.2,26,6.1,66.8,67.4,"Mott Hall II",386,"27",6.9948189,"22","13","9","s"
"04M007","P.S. 007 Samuel Stern",44.1,55.9,1.2,26.9,67.4,0.7,1.4,2.4,30.5,24.7,95,95,"P.S. 007 Samuel Stern",440,"162",36.81818247,"120","59","61","33"
"04M012","Tag Young Scholars",47.4,52.6,47,11.5,15.3,7.3,0.7,18.2,7.5,2.4,26.6,32.6,"Tag Young Scholars",579,"16",2.76338514,"s","s","s","11"
"04M037","River East Elementary",54.3,45.7,2,26,62.2,2.4,0,7.5,25.2,13.8,83.1,87.7,"River East Elementary",263,"64",24.33460057,"47","19","28","14"
"04M038","P.S. 38 Roberto Clemente",57.2,42.8,2.2,24.5,66.4,0.4,0.9,5.7,18.8,36.7,95,95,"P.S. 38 Roberto Clemente",269,"173",64.3122673,"160","70","90","7"
"04M057","James Weldon Johnson",50.9,49.1,0.9,16.6,80.1,0.3,0.7,1.2,20.9,29.1,92.6,95,"James Weldon Johnson",655,"276",42.13740528,"210","85","125","62"
"04M072","The Lexington Academy",44.3,55.5,1,14.8,79.4,0,0.4,4.3,28.5,16.5,95,94.6,"The Lexington Academy",502,"143",28.48605514,"108","65","43","35"
"04M083","P.S. 083 Luis Munoz Rivera",48.4,51.6,6.8,15.1,72.9,1.4,0.9,2.8,26.8,25.4,94.9,91.6,"P.S. 083 Luis Munoz Rivera",361,"102",28.25484872,"81","30","51","21"
"04M096","P.S. 096 Joseph Lanzetta",46.3,53.5,1.4,16.8,78.7,0.2,0.2,2.5,20.6,38.3,95,95,"P.S. 096 Joseph Lanzetta",530,"312",58.86792541,"242","50","192","35"
"04M102","P.S. 102 Jacques Cartier",51.6,48.4,3.2,28.2,64.1,1.2,0.8,2.4,21.4,37.1,93.1,94.9,"P.S. 102 Jacques Cartier",285,"153",53.68421078,"136","71","65","16"
"04M108","P.S. 108 Assemblyman Angelo Del Toro Educational C",48.4,51.6,3.1,23.1,69.7,0.8,0.3,3.1,23.1,25.4,94.3,94.9,"P.S. 108 Assemblyman Angelo Del Toro Educational C",480,"204",42.50000119,"178","66","112","15"
"04M112","P.S. 112 Jose Celso Barbosa",42.8,57.2,2.8,20,72.1,3.3,0,1.9,41.4,25.6,87.4,91.4,"P.S. 112 Jose Celso Barbosa",259,"79",30.50193191,"71","21","50","8"
"04M146","P.S. 146 Ann M. Short",48.2,51.8,2.7,25.5,66.7,1.2,2.1,1.5,39.1,17,95,95,"P.S. 146 Ann M. Short",347,"116",33.42939615,"81","47","34","32"
"04M155","P.S. 155 William Paca",51.2,48.8,2.7,8.2,83.6,0.4,3.9,1.2,14.8,41.8,95,95,"P.S. 155 William Paca",282,"118",41.84397161,"90","29","61","26"
"04M171","P.S. 171 Patrick Henry",53,47,9.6,24.9,57.4,2.1,1.2,4.9,22.4,3.5,80.6,80.8,"P.S. 171 Patrick Henry",782,"82",10.48593372,"38","29","9","42"
"04M182","The Bilingual Bicultural School",50.9,49.1,0.6,4.3,92.5,0.3,0.6,1.6,17.1,58.4,95,94.2,"The Bilingual Bicultural School",360,"205",56.9444418,"141","39","102","64"
"04M206","P.S. 206 Jose Celso Barbosa",42.4,57.6,1,19.3,74.4,0.7,0.5,4.1,41.2,24.6,93.4,94.7,"P.S. 206 Jose Celso Barbosa",455,"145",31.86813295,"114","36","78","28"
"04M224","M.S. 224 Manhattan East School for Arts & Academic",52.8,47.2,2.8,27.8,55.7,3.4,0.6,8.5,36.4,5.7,80.7,83.1,"M.S. 224 Manhattan East School for Arts & Academic",192,"17",8.85416642,"6","s","s","10"
"04M310","The Judith S. Kaye School",34.3,65.7,8.3,43.6,39.2,1.1,3.3,4.4,40.3,4.4,90.1,89.4,"The Judith S. Kaye School",249,"32",12.85140514,"12","s","s","15"
"04M372","Esperanza Preparatory Academy",45.1,54.9,1.5,14.7,79.9,0.2,0.4,0.9,24.2,39.9,95,95,"Esperanza Preparatory Academy",580,"211",36.37931049,"126","62","64","80"
"04M375","Mosaic Preparatory Academy",55.6,44.4,0,29.9,62.2,1.2,2.9,3.7,19.9,29,95,95,"Mosaic Preparatory Academy",252,"113",44.84126866,"97","48","49","14"
"04M377","Renaissance School of the Arts",49.3,50.7,0.7,28.7,64,0.7,2.7,2,37.3,18,95,95,"Renaissance School of the Arts",146,"49",33.56164396,"34","16","18","11"
"04M435","Manhattan Center for Science and Mathematics",49.1,50.8,25.7,16.1,45.3,1.3,1.3,9.8,17.8,4.4,81.5,74.4,"Manhattan Center for Science and Mathematics",1621,"131",8.08143094,"32","17","15","95"
"04M495","Park East High School",52.1,47.9,7.8,24.4,60.1,0.5,1,6.2,22.3,1.8,79.8,74.9,"Park East High School",386,"23",5.95854931,"7","s","s","12"
"04M497","Central Park East I",43.9,56.1,7.6,14.6,43.9,7,1.3,25.5,26.8,2.5,48.4,57.6,"Central Park East I",160,"11",6.87500015,"s","s","s","8"
"04M505","Edward A. Reynolds West Side High School",47.6,52.4,0.6,28.1,68.1,0.3,0.9,1.9,33.1,27.4,92.7,95,"Edward A. Reynolds West Side High School",387,"147",37.98449636,"89","40","49","27"
"04M555","Central Park East High School",57.3,42.4,14.5,22.9,54.1,1,0.8,6.7,21.4,1.2,77.6,76.3,"Central Park East High School",492,"25",5.08130081,"9","s","s","14"
"04M680","Heritage School, The",44.9,55.1,2.3,33.6,60.9,0.4,1.2,1.6,28.1,3.5,89.8,88.9,"Heritage School, The",254,"30",11.81102395,"13","s","s","15"
"04M825","Isaac Newton Middle School for Math & Science",45,55,3.1,17.2,74.6,0.3,1,2.4,25.1,18.6,95,95,"Isaac Newton Middle School for Math & Science",314,"87",27.70700753,"49","17","32","31"
"04M964","Central Park East II",47.9,52.1,3.4,27.5,58,2.8,0.9,7.1,29.1,19,73.4,80.2,"Central Park East II",484,"138",28.51239741,"123","54","69","9"
"05M030","P.S. 030 Hernandez/Hughes",53.3,46.7,0.5,40.5,55.2,1,0,2.9,27.6,20.5,95,95,"P.S. 030 Hernandez/Hughes",248,"108",43.54838729,"84","25","59","20"
"05M036","P.S. 036 Margaret Douglas",48.7,51.3,2.9,32.6,58.8,1.8,0.4,3.6,29,20.8,91,89.8,"P.S. 036 Margaret Douglas",322,"108",33.54037404,"77","48","29","27"
"05M046","P.S. 046 Arthur Tappan",44.5,55.5,1.1,44.2,48.8,0.8,1.6,3.5,31.9,11,95,95,"P.S. 046 Arthur Tappan",423,"114",26.95035338,"70","34","36","43"
"05M092","P.S. 092 Mary McLeod Bethune",44.1,55.9,2.2,55.9,36.3,0,0.6,5,34.1,12.8,95,95,"P.S. 092 Mary McLeod Bethune",200,"70",34.9999994,"53","40","13","14"
"05M123","P.S. 123 Mahalia Jackson",48.3,51.7,0.7,45.5,48.6,0.2,0.9,4,26.4,29.7,95,94.5,"P.S. 123 Mahalia Jackson",517,"263",50.87040663,"189","91","98","66"
"05M125","P.S. 125 Ralph Bunche",54.9,45.1,10.9,27.6,35,5.1,0.8,20.6,20.2,8.6,58.8,61.9,"P.S. 125 Ralph Bunche",277,"46",16.60649776,"32","14","18","11"
"05M129","P.S. 129 John H. Finley",47.9,52.1,1.8,46.1,49.3,0.5,0,2.3,27.9,15.1,93.6,94.5,"P.S. 129 John H. Finley",234,"91",38.88888955,"63","28","35","25"
"05M133","P.S. 133 Fred R Moore",37.7,62.3,2.1,53.9,38.2,0,2.1,3.7,45,5.2,94.8,93.7,"P.S. 133 Fred R Moore",244,"59",24.18032736,"40","26","14","17"
"05M148","Eagle Academy for Young Men of Harlem",0.5,99.5,1.4,62,29.6,1.9,1.9,1.4,39.4,5.6,89.4,90.7,"Eagle Academy for Young Men of Harlem",221,"56",25.33936799,"32","16","16","20"
"05M154","P.S. 154 Harriet Tubman",50.2,49.8,0.9,67.4,28.4,0.5,0.5,2.3,25.6,11.6,95,95,"P.S. 154 Harriet Tubman",228,"46",20.17543912,"41","19","22","s"
"05M157","The Urban Assembly School for Global Commerce",43.4,56.6,0.7,48.3,45.5,0.7,2.1,1.4,37.2,9,89.7,92.1,"The Urban Assembly School for Global Commerce",160,"44",27.5000006,"30","19","11","12"
"05M161","P.S. 161 Pedro Albizu Campos",49.9,50.1,1.4,16.8,80,0,0.5,1.2,28.5,40.8,95,95,"P.S. 161 Pedro Albizu Campos",653,"287",43.9509958,"195","100","95","86"
"05M175","P.S. 175 Henry H Garnet",56,44,2.5,49.5,39.7,1.4,0.4,6.5,20.9,13,91.3,91.4,"P.S. 175 Henry H Garnet",312,"95",30.44871688,"50","40","10","41"
"05M194","P.S. 194 Countee Cullen",48.3,51.7,0.7,53.7,40.8,2,1.4,1.4,31.3,15,95,95,"P.S. 194 Countee Cullen",169,"60",35.5029583,"43","34","9","16"
"05M197","P.S. 197 John B. Russwurm",47.8,52.2,0.5,53.1,39.7,1.9,0,4.8,33,13.9,95,95,"P.S. 197 John B. Russwurm",253,"82",32.41106868,"74","21","53","s"
"05M200","P.S. 200- The James McCune Smith School",50.4,49.6,0.7,61.6,27.1,1.8,6,2.8,27.5,6.3,95,95,"P.S. 200- The James McCune Smith School",320,"87",27.1874994,"66","45","21","18"
"05M285","Harlem Renaissance High School",52,48,0,58,40.5,0,1,0.5,31.5,5.5,88,90.4,"Harlem Renaissance High School",235,"27",11.48936152,"19","6","13","7"
"05M286","Urban Assembly Academy for Future Leaders",29.5,70.5,0,46.2,50,1.3,1.3,1.3,51.3,6.4,95,95,"Urban Assembly Academy for Future Leaders",92,"27",29.34782505,"14","s","s","13"
"05M304","Mott Hall High School",46.8,53.2,0.4,37.6,57.8,0,0.8,1.7,27.8,21.5,93.7,91,"Mott Hall High School",257,"82",31.90661371,"51","32","19","24"
"05M318","Thurgood Marshall Academy Lower School",55.3,44.7,0,71.3,21.3,0.7,2.7,4,20.7,3.3,92,92.4,"Thurgood Marshall Academy Lower School",151,"34",22.51655608,"16","s","s","6"
"05M362","Columbia Secondary School",46.3,53.7,11.2,21.1,35.6,4.4,0.4,27,21.2,1.8,45.6,52.1,"Columbia Secondary School",720,"34",4.72222231,"10","s","s","19"
"05M369","Urban Assembly School for the Performing Arts",71.4,28.1,0.9,56.2,41.5,0.9,0,0.5,31.8,5.5,89.4,91.3,"Urban Assembly School for the Performing Arts",225,"45",20.0000003,"21","10","11","18"
"05M371","School of Earth Exploration and Discovery Harlem (",43.2,56.8,0,47.4,46.3,0,3.2,2.1,46.3,9.5,93.7,93.4,"School of Earth Exploration and Discovery Harlem (",114,"32",28.07017565,"30","15","15","s"
"05M499","Frederick Douglass Academy",42.4,57.6,1.2,60.3,33,0.9,1.3,3.3,25.7,7,87.9,90.5,"Frederick Douglass Academy",665,"99",14.88721818,"49","23","26","44"
"05M514","New Design Middle School",37.5,62.5,0,45.5,48.9,0,0,5.7,53.4,21.6,95,95,"New Design Middle School",117,"44",37.60683835,"36","14","22","7"
"05M517","Teachers College Community School",49.9,50.1,2.4,43.6,39.8,5,0.9,8.3,21.1,9.5,77.7,81.7,"Teachers College Community School",334,"64",19.16167736,"40","16","24","21"
"05M670","Thurgood Marshall Academy for Learning and Social",44.4,55.6,1.3,63.1,30.1,0.9,2.6,2,27.7,3.5,88.8,90.8,"Thurgood Marshall Academy for Learning and Social",444,"55",12.38738745,"27","12","15","23"
"05M692","High School for Mathematics, Science and Engineeri",35.6,64.4,28,10.9,16.1,6.6,0.3,37.8,6.9,0,36.6,40,"High School for Mathematics, Science and Engineeri",578,"14",2.42214538,"s","s","s","10"
"06M004","P.S. 004 Duke Ellington",52.8,47.2,2,7.4,87,0.2,0.7,2.8,20.4,23.5,95,84.8,"P.S. 004 Duke Ellington",518,"111",21.42857164,"42","16","26","68"
"06M005","P.S. 005 Ellen Lurie",42.7,57.3,1,6.4,90.5,1,0.3,0.8,30.6,31.9,93.6,91.8,"P.S. 005 Ellen Lurie",480,"149",31.04166687,"106","35","71","37"
"06M008","P.S. 008 Luis Belliard",49.4,50.6,0.6,2.4,92.4,0.9,0.3,3.5,22.6,35,95,91.6,"P.S. 008 Luis Belliard",385,"85",22.07792252,"27","17","10","45"
"06M018","P.S. 018 Park Terrace",50.7,49.3,0,4.9,93.3,1.3,0,0.4,27.6,34.2,95,92.4,"P.S. 018 Park Terrace",260,"125",48.0769217,"52","19","33","71"
"06M028","P.S. 028 Wright Brothers",47.7,52.2,1.3,13,80.3,1,0,4.5,27.3,42.8,93,93,"P.S. 028 Wright Brothers",435,"148",34.02298987,"69","38","31","78"
"06M048","P.S. 048 P.O. Michael J. Buczek",44.6,55.4,0.5,2.6,86.3,1.6,0,9,32.2,32.2,86.3,83.2,"P.S. 048 P.O. Michael J. Buczek",412,"98",23.78640771,"24","s","s","74"
"06M052","Harold O. Levy School",50.4,49.6,0,7.8,91.5,0,0,0.7,29.8,46.1,95,94.3,"Harold O. Levy School",184,"76",41.30434692,"15","8","7","58"
"06M098","P.S. 098 Shorac Kappock",51.2,48.8,0.3,5.2,89.7,0.7,0,4.1,19.9,28.9,91.8,91.3,"P.S. 098 Shorac Kappock",320,"106",33.12500119,"20","s","s","86"
"06M103","Dos Puentes Elementary School",49.3,50.7,1.1,2,74.1,4.3,0,18.4,21.4,40.5,67.5,68.2,"Dos Puentes Elementary School",444,"110",24.77477491,"23","s","s","83"
"06M115","P.S. 115 Alexander Humboldt",50,50,0.8,2.5,92.5,0.8,0.6,2.8,25.1,31.6,95,94.9,"P.S. 115 Alexander Humboldt",417,"112",26.85851455,"35","19","16","72"
"06M128","P.S. 128 Audubon",52.9,47.1,0.4,4.6,90.8,0.4,0.2,3.5,22.4,26.3,93.6,85.2,"P.S. 128 Audubon",480,"126",26.24999881,"39","29","10","84"
"06M132","P.S. 132 Juan Pablo Duarte",47.2,52.8,0,5.1,92.6,1.1,0.6,0.6,29.5,56.8,95,91.4,"P.S. 132 Juan Pablo Duarte",221,"92",41.62895977,"36","28","8","56"
"06M143","J.H.S. 143 Eleanor Roosevelt",44.7,55.3,0.5,2.7,95.2,0,0,1.6,29.8,61.2,95,91.8,"J.H.S. 143 Eleanor Roosevelt",211,"69",32.70142078,"20","11","9","47"
"06M152","P.S. 152 Dyckman Valley",48.7,51.3,0.2,4.9,85,6.9,0.6,2.4,17,22.3,94.4,91.6,"P.S. 152 Dyckman Valley",509,"132",25.9332031,"29","s","s","101"
"06M153","P.S. 153 Adam Clayton Powell",49.9,50.1,1.8,17.3,72.9,0.8,0.8,6.5,18.3,25.3,89.7,89.9,"P.S. 153 Adam Clayton Powell",440,"142",32.2727263,"44","30","14","93"
"06M173","P.S. 173",47.9,52.1,3.2,3.8,87.8,0.7,0.2,4.3,18.9,33.4,87,83.6,"P.S. 173",663,"168",25.33936799,"110","44","66","58"
"06M178","Professor Juan Bosch Public School",45.9,54.1,0,3.7,76.8,4.9,0.4,13.8,35,12.6,77.6,77.7,"Professor Juan Bosch Public School",277,"46",16.60649776,"22","s","s","23"
"06M187","P.S./I.S. 187 Hudson Cliffs",52,48,3.1,3.7,47.4,7.6,0.3,37.7,21.8,3.5,39.1,38.3,"P.S./I.S. 187 Hudson Cliffs",777,"38",4.89060506,"10","s","s","22"
"06M189","P.S. 189",46.8,53.2,0.9,4.5,92.3,0.5,0,1.8,23,28.2,93.2,89,"P.S. 189",467,"61",13.06209862,"17","s","s","43"
"06M192","P.S. 192 Jacob H. Schiff",46.8,53.2,0.9,5.5,90.2,0,0,3.4,23.4,21.7,91.9,89.2,"P.S. 192 Jacob H. Schiff",264,"74",28.03030312,"26","14","12","47"
"06M209","Hamilton Grange Middle School",50,50,1.3,11.4,75.6,1.3,0.6,9.7,22.4,17.5,82.5,79.6,"Hamilton Grange Middle School",332,"64",19.27710772,"24","12","12","39"
"06M210","P.S./I.S. 210 - Twenty-first Century Academy for C",49.9,50.1,2.6,1.2,95.1,0,0,1.2,23.8,41.5,87.4,88.3,"P.S./I.S. 210 - Twenty-first Century Academy for C",450,"30",6.66666701,"28","18","10","s"
"06M211","Inwood Early College for Health and Information Te",44.7,55.3,0.9,4,94.8,0,0,0.3,26.5,14.1,95,86.7,"Inwood Early College for Health and Information Te",354,"13",3.6723163,"s","s","s","10"
"06M223","The Mott Hall School",46.4,53.2,3.2,8.6,68.7,4,0.7,14.7,16.2,5.4,67.3,64.1,"The Mott Hall School",281,"22",7.82918185,"s","s","s","19"
"06M278","Paula Hedbavny School",54.8,45.2,0.3,4.8,81.7,1.7,0,11.4,29.7,18.6,71.7,69.2,"Paula Hedbavny School",317,"49",15.4574126,"26","s","s","19"
"06M293","City College Academy of the Arts",54.1,45.9,0.4,1.4,95.2,0.4,0.5,2.2,21.5,9,90.7,89.3,"City College Academy of the Arts",555,"71",12.79279292,"12","6","6","58"
"06M311","Amistad Dual Language School",48,52,0.3,1,97.5,0.5,0.5,0.3,24.7,33.8,83.8,80.5,"Amistad Dual Language School",407,"58",14.25061375,"s","s","s","54"
"06M314","Muscota",51.8,48.2,2.8,2.1,39.4,9.5,0,46.1,20.4,6.3,33.1,35.9,"Muscota",292,"7",2.39726026,"s","s","s","6"
"06M319","M.S. 319 - Maria Teresa",47,53,0,1.7,97.4,0,0,0.9,31.2,30.3,91.9,91.1,"M.S. 319 - Maria Teresa",266,"76",28.57142985,"28","15","13","44"
"06M322","Middle School 322",40.4,59.6,0.4,3.1,94.3,1.3,0,0.9,19.7,39.5,95,91.3,"Middle School 322",283,"112",39.57597315,"53","8","45","59"
